"goal_id","player_id","is_plus"
"178","57","1"
"178","63","1"
"178","87","0"
"178","147","0"
"178","152","0"
"179","34","1"
"179","38","1"
"179","40","1"
"179","42","1"
"179","52","0"
"179","55","0"
"179","60","0"
"179","87","1"
"179","88","0"
"179","142","0"
"180","33","1"
"180","35","1"
"180","36","1"
"180","38","1"
"180","50","0"
"180","53","0"
"180","56","0"
"180","57","0"
"180","63","0"
"180","87","1"
"181","34","1"
"181","36","1"
"181","42","1"
"181","44","1"
"181","50","0"
"181","53","0"
"181","56","0"
"181","57","0"
"181","87","1"
"182","34","1"
"182","42","1"
"182","44","1"
"182","50","0"
"182","53","0"
"182","63","0"
"183","2","0"
"183","5","0"
"183","8","0"
"183","15","0"
"183","16","0"
"183","31","1"
"183","83","1"
"183","98","1"
"183","99","1"
"183","161","1"
"184","1","1"
"184","8","1"
"184","11","1"
"184","18","1"
"184","29","0"
"184","81","0"
"184","158","0"
"184","162","0"
"184","163","0"
"184","167","1"
"185","12","0"
"185","15","0"
"185","32","1"
"185","83","1"
"185","98","1"
"185","110","0"
"186","1","0"
"186","2","0"
"186","5","0"
"186","9","0"
"186","13","0"
"186","67","1"
"186","71","1"
"186","73","1"
"186","75","1"
"186","100","1"
"187","24","0"
"187","51","1"
"187","54","1"
"187","55","1"
"187","61","1"
"187","62","1"
"187","79","0"
"187","102","0"
"187","105","0"
"187","116","0"
"188","8","0"
"188","16","0"
"188","17","0"
"188","68","1"
"188","73","1"
"188","75","1"
"188","100","1"
"188","109","0"
"188","133","1"
"188","167","0"
"189","2","0"
"189","5","0"
"189","16","0"
"189","18","0"
"189","68","1"
"189","73","1"
"189","75","1"
"189","78","0"
"189","100","1"
"189","133","1"
"191","2","1"
"191","12","1"
"191","16","1"
"191","17","1"
"191","67","0"
"191","68","0"
"191","73","0"
"191","75","0"
"191","78","1"
"191","128","0"
"192","1","0"
"192","9","0"
"192","13","0"
"192","68","1"
"192","73","1"
"192","75","1"
"192","100","1"
"192","109","0"
"192","133","1"
"192","167","0"
"193","1","1"
"193","7","1"
"193","9","1"
"193","12","1"
"193","67","0"
"193","68","0"
"193","75","0"
"193","100","0"
"193","126","0"
"194","1","0"
"194","9","0"
"194","13","0"
"194","65","1"
"194","67","1"
"194","71","1"
"194","73","1"
"194","100","1"
"194","109","0"
"194","167","0"
"195","1","1"
"195","4","1"
"195","7","1"
"195","9","1"
"195","68","0"
"195","71","0"
"195","73","0"
"195","75","0"
"195","100","0"
"195","167","1"
"196","20","1"
"196","23","1"
"196","55","0"
"196","58","0"
"196","60","0"
"196","61","0"
"196","62","0"
"196","79","1"
"196","90","1"
"196","114","1"
"197","11","1"
"197","23","1"
"197","24","1"
"197","25","1"
"197","51","0"
"197","54","0"
"197","55","0"
"197","60","0"
"197","114","1"
"198","65","1"
"198","67","1"
"198","69","1"
"198","71","1"
"198","81","0"
"198","89","1"
"198","156","0"
"198","158","0"
"198","159","0"
"198","162","0"
"199","31","0"
"199","65","1"
"199","68","1"
"199","69","1"
"199","74","1"
"199","83","0"
"199","89","1"
"199","98","0"
"199","157","0"
"199","163","0"
"200","30","0"
"200","31","0"
"200","32","0"
"200","67","1"
"200","71","1"
"200","75","1"
"200","83","0"
"200","84","0"
"200","100","1"
"200","125","1"
"200","157","0"
"201","50","0"
"201","53","0"
"201","56","0"
"201","57","0"
"201","61","0"
"201","97","1"
"201","103","1"
"201","105","1"
"201","118","1"
"201","129","1"
"202","25","0"
"202","51","1"
"202","53","1"
"202","57","1"
"202","61","1"
"202","62","1"
"202","79","0"
"202","90","0"
"202","104","0"
"202","115","0"
"203","20","1"
"203","23","1"
"203","25","1"
"203","52","0"
"203","58","0"
"203","60","0"
"203","63","0"
"203","79","1"
"203","88","0"
"203","118","1"
"204","2","0"
"204","5","0"
"204","8","0"
"204","9","0"
"204","15","0"
"204","38","1"
"204","86","1"
"204","87","1"
"204","147","1"
"204","148","1"
"205","4","1"
"205","7","1"
"205","12","1"
"205","17","1"
"205","34","0"
"205","36","0"
"205","42","0"
"205","47","0"
"205","78","1"
"205","87","0"
"205","109","1"
"206","5","0"
"206","13","0"
"206","34","1"
"206","78","0"
"206","86","1"
"206","87","1"
"207","20","0"
"207","26","1"
"207","79","0"
"207","80","1"
"207","84","1"
"207","90","0"
"207","98","1"
"207","105","0"
"207","159","1"
"208","20","1"
"208","79","1"
"208","80","0"
"208","81","0"
"208","83","0"
"208","90","1"
"208","99","0"
"208","102","1"
"208","115","1"
"208","158","0"
"209","23","0"
"209","24","0"
"209","25","0"
"209","30","1"
"209","119","0"
"209","129","0"
"209","156","1"
"209","158","1"
"209","162","1"
"209","164","1"
"210","2","0"
"210","5","0"
"210","8","0"
"210","9","0"
"210","15","0"
"210","51","1"
"210","58","1"
"210","62","1"
"210","63","1"
"210","88","1"
"211","7","1"
"211","8","1"
"211","9","1"
"211","12","1"
"211","15","1"
"211","49","0"
"211","52","0"
"211","60","0"
"211","141","0"
"211","142","0"
"212","4","0"
"212","7","0"
"212","50","1"
"212","53","1"
"212","56","1"
"212","57","1"
"212","61","1"
"212","109","0"
"212","167","0"
"213","12","1"
"213","13","1"
"213","16","1"
"213","52","0"
"213","54","0"
"213","55","0"
"213","60","0"
"213","78","1"
"213","117","1"
"213","137","0"
"214","8","0"
"214","12","0"
"214","16","0"
"214","51","1"
"214","53","1"
"214","57","1"
"214","62","1"
"214","109","0"
"214","110","0"
"215","7","0"
"215","12","0"
"215","13","0"
"215","15","0"
"215","16","0"
"215","50","1"
"215","53","1"
"215","56","1"
"215","57","1"
"215","58","1"
"215","78","0"
"216","34","1"
"216","36","1"
"216","42","1"
"216","44","1"
"216","81","0"
"216","84","0"
"216","87","1"
"216","156","0"
"216","163","0"
"217","5","1"
"217","8","1"
"217","10","1"
"217","13","1"
"217","15","1"
"217","49","0"
"217","51","0"
"217","62","0"
